ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202606241600,198.19,198.3,198.325,198.19,36485,7224820,-4.96,0.06
AAPL.US,202606241600,293.02,293.06,293.09,293.015,86123,25151164,-1.33,0.01
TSLA.US,202606241600,375.47,375.39,375.9,375.27,602981,226165308,-7.32,-0.02
