ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
COST.US,202606241600,960.73,961.01,961.21,960.37,63365,60875875,1.02,0.03
DELL.US,202606241600,433.74,433.74,433.74,433.74,750,323891,1.39,-0.02
PANW.US,202606241600,284.76,285.26,285.27,284.68,1369142,389926752,-0.4,0.19
