Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-05-20T04:00:00.000Z,413.2749005433,421.1877547532,410.4110776678,420.1499938965,27864000,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-05-21T04:00:00.000Z,424.75,426.3399963379,415.7099914551,419.0899963379,31393500,0.91,0.0,MSFT,微软,Microsoft Corporation,USD
2026-05-22T04:00:00.000Z,419.5400085449,424.3999938965,416.3299865723,418.5700073242,22390300,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-05-26T04:00:00.000Z,416.4299926758,419.7699890137,413.0199890137,416.0299987793,30398000,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-05-27T04:00:00.000Z,411.0100097656,415.9400024414,409.5799865723,412.6700134277,28901500,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-05-28T04:00:00.000Z,412.9800109863,429.4899902344,412.6700134277,426.9899902344,47250500,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-05-29T04:00:00.000Z,432.549987793,450.3299865723,432.3599853516,450.2399902344,79654400,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-06-01T04:00:00.000Z,464.8399963379,466.3200073242,458.2699890137,460.5199890137,53628900,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-06-02T04:00:00.000Z,446.8800048828,453.5,440.4299926758,441.3099975586,37036800,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-06-03T04:00:00.000Z,438.450012207,440.3900146484,424.25,427.3399963379,39037000,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-06-04T04:00:00.000Z,435.8099975586,436.1499938965,426.4100036621,428.049987793,26899500,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-06-05T04:00:00.000Z,428.3399963379,429.4700012207,414.3999938965,416.6700134277,34641500,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
