Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,thscode,thsname_cn,thsname_en,currency
2026-03-06T05:00:00.000Z,599.5539822532,605.2368188487,597.576495322,598.9946899414,86302300,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-09T04:00:00.000Z,593.4816386137,608.5027370453,590.5853272955,606.9946289062,93068200,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-10T04:00:00.000Z,607.0146358319,612.5176457382,604.6575615141,607.0046386719,64078900,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-11T04:00:00.000Z,608.1831666985,611.6587648578,604.2681201891,606.9247436523,60114800,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-12T04:00:00.000Z,602.0009473235,603.3792143506,596.2981160455,596.5078735352,71836600,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-13T04:00:00.000Z,598.9747313072,602.8398528802,591.8237748267,592.9722900391,63145500,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-16T04:00:00.000Z,599.284302733,603.0994992358,598.3554812667,599.6239013672,49077200,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-17T04:00:00.000Z,602.3804630878,605.1369970938,601.1120429287,602.5502319336,47106600,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-18T04:00:00.000Z,600.7325461166,602.4004260512,593.8112802397,594.1508789062,56128000,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-19T04:00:00.000Z,588.7676039625,595.049660638,586.3406715243,592.2731933594,75597600,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-20T04:00:00.000Z,590.3156309506,590.4254777893,577.8113788279,581.326965332,91964700,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-23T04:00:00.000Z,590.5200195312,595.0800170898,585.9600219727,588.0,89936100,0.733,0.0,0.0,QQQ,NA,NA,USD
2026-03-24T04:00:00.000Z,584.8099975586,587.9299926758,581.9299926758,583.9799804688,57750900,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-25T04:00:00.000Z,589.1400146484,591.3699951172,585.6900024414,587.8200073242,60475500,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-26T04:00:00.000Z,582.5999755859,584.6300048828,573.4299926758,573.7899780273,81492100,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-27T04:00:00.000Z,570.8099975586,571.0200195312,561.5700073242,562.5800170898,82702200,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-30T04:00:00.000Z,567.3800048828,568.049987793,555.5999755859,558.2800292969,70602600,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-03-31T04:00:00.000Z,564.2899780273,578.6400146484,564.2100219727,577.1799926758,95878000,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-01T04:00:00.000Z,581.4799804688,587.7399902344,580.4199829102,584.3099975586,79435100,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-02T04:00:00.000Z,573.9699707031,586.049987793,571.9199829102,584.9799804688,50941700,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-06T04:00:00.000Z,586.2299804688,590.6099853516,584.6900024414,588.5,35108500,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-07T04:00:00.000Z,585.6400146484,588.9799804688,578.4000244141,588.5900268555,49948200,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-08T04:00:00.000Z,608.7100219727,609.9000244141,602.1199951172,606.0900268555,63086000,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-09T04:00:00.000Z,605.9299926758,610.5,603.0300292969,610.1900024414,37837500,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-10T04:00:00.000Z,611.8400268555,613.6699829102,609.5800170898,611.0700073242,34038500,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-13T04:00:00.000Z,609.4799804688,626.7399902344,608.1099853516,617.3900146484,32972100,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-14T04:00:00.000Z,620.2199707031,628.5999755859,620.0999755859,628.5999755859,49921100,0.0,0.0,0.0,QQQ,NA,NA,USD
2026-04-15T04:00:00.000Z,629.0800170898,637.8300170898,628.200012207,637.4000244141,50102400,0.0,0.0,0.0,QQQ,NA,NA,USD
