address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,preMarketChange,preMarketChangePercent,preMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,marketState,shortName,longName,corporateActions,preMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
121 Albright Way,Los Gatos,CA,95032,United States,(408) 540-3700,https://www.netflix.com,Entertainment,entertainment,Entertainment,Communication Services,communication-services,Communication Services,"Netflix, Inc. provides entertainment services worldwide. The company offers television (TV) series, documentaries, feature films, games, and live programming across various genres and languages. It also provides members the ability to receive streaming content through a host of internet-connected devices, including TVs, digital video players, TV set-top boxes, and mobile devices. Netflix, Inc. was incorporated in 1997 and is headquartered in Los Gatos, California.",16000,"[{'maxAge': 1, 'name': 'Mr. Theodore A. Sarandos', 'age': 60, 'title': 'Co-CEO, President & Director', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 12507548, 'exercisedValue': 173482848, 'unexercisedValue': 299971392}, {'maxAge': 1, 'name': 'Mr. Gregory K. Peters', 'age': 54, 'title': 'Co-CEO, President & Director', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 11788883, 'exercisedValue': 89372000, 'unexercisedValue': 143010080}, {'maxAge': 1, 'name': 'Mr. Spencer Adam Neumann', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 6811618, 'exercisedValue': 25442484, 'unexercisedValue': 95993752}, {'maxAge': 1, 'name': 'Mr. David  Hyman J.D.', 'age': 59, 'title': 'Chief Legal Officer & Secretary', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 6719773, 'exercisedValue': 90937936, 'unexercisedValue': 14241332}, {'maxAge': 1, 'name': 'Mr. Clete  Willems', 'age': 45, 'title': 'Chief Global Affairs Officer', 'yearBorn': 1980, 'fiscalYear': 2025, 'totalPay': 5468564, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Natalie  Gutteridge', 'title': 'VP of Corporate Legal & Operations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey William Karbowski', 'age': 46, 'title': 'Chief Accounting Officer', 'yearBorn': 1979, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabeth  Stone', 'title': 'Chief Product & Technology Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Spencer  Wang', 'title': 'Vice President of Finance, Corporate Development & Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dani  Dudeck', 'title': 'Chief Communications Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,9,5,5,8,1780531200,1767139200,[],86400,2,82.18,81.542,81.34,83.0798,82.18,81.542,81.34,83.0798,0.0,1.491,26.658066,21.51243,32951212,32951212,37817211,35335060,35335060,77.38,85.7,1,1,347980398592,346043423031,75.01,134.115,134.115,0.034643,7.4212084,91.9112,100.0125,0.0,0.0,USD,False,352599080960,0.28521,4183388967,4210798528,98015366,77980436,1776211200,1778803200,0.0233,0.00567,0.85058,2.3,0.0234,4210798528,7.389,11.184193,1767139200,1798675200,1774915200,0.828,13373640704,3.1,3.8415,1.61,10:1,1763337600,7.52,24.677,-0.31340456,0.22635591,EQUITY,82.64,151.4,80.0,114.555,115.0,1.68,buy,44,12288449536,2.917,14288497664,16742200320,1.178,1.407,46889992192,53.788,11.067,0.15402001,0.48494998,22989572096,25993676800,12650278912,0.864,0.162,0.49029,0.30472,0.32303002,USD,NFLX,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,1022160600000,-0.22000122,-0.2662164,82.42,0.459999,81.34 - 83.0798,NasdaqGS,37817211,7.6299973,0.10171973,75.01 - 134.115,-51.475006,-0.38381243,-31.340456,1776369600,1784232000,1784232000,1776372300,1776372300,True,3.1,3.8415,3.59899,22.961998,-9.271202,-0.100871295,-17.372498,-0.17370327,15,0,VIVEK,2026-06-08,1.7 - Buy,False,PRE,"Netflix, Inc.","Netflix, Inc.",[],1780994991,1780948800,NMS,finmb_32012,America/New_York,EDT,-14400000,us_market,False,0.559746,82.64,Netflix,1.6142
