Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,thscode,thsname_cn,thsname_en,currency
2026-03-06T05:00:00.000Z,671.5758690877,674.2685275229,667.9358467743,670.5487060547,100687000,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-09T04:00:00.000Z,664.5750801817,678.0681991432,660.5859743093,676.4227294922,102667700,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-10T04:00:00.000Z,675.874139673,681.4987932365,672.9222404542,675.3356323242,81505300,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-11T04:00:00.000Z,675.7345715953,678.2277626375,671.5061293268,674.4879760742,68441700,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-12T04:00:00.000Z,669.3319958918,669.8207124533,664.0564256955,664.2459106445,108882200,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-13T04:00:00.000Z,667.4472371498,670.5088831922,659.5587462494,660.4862060547,97200200,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-16T04:00:00.000Z,666.5596317087,670.2395842064,665.3030536556,667.2078857422,82023100,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-17T04:00:00.000Z,670.5586914525,672.6030958934,667.8760155087,668.9630126953,87128000,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-18T04:00:00.000Z,666.5396583763,667.895939709,659.3892034355,659.6285400391,82062600,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-19T04:00:00.000Z,655.1806813208,661.1743225351,653.3855958813,658.0029907227,111272500,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-20T04:00:00.000Z,656.5100097656,656.6900024414,644.7199707031,648.5700073242,163617500,1.797,0.0,0.0,SPY,NA,NA,USD
2026-03-23T04:00:00.000Z,658.0700073242,662.6199951172,653.9400024414,655.3800048828,134802700,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-24T04:00:00.000Z,651.3200073242,657.0300292969,649.8800048828,653.1799926758,96457500,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-25T04:00:00.000Z,658.6699829102,660.8900146484,654.2399902344,656.8200073242,90653800,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-26T04:00:00.000Z,652.0599975586,654.8499755859,644.8200073242,645.0900268555,96494400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-27T04:00:00.000Z,642.5,642.6599731445,633.1099853516,634.0900268555,103649400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-30T04:00:00.000Z,640.1099853516,640.3699951172,629.2800292969,631.9699707031,99275900,0.0,0.0,0.0,SPY,NA,NA,USD
2026-03-31T04:00:00.000Z,638.9400024414,651.5399780273,637.9799804688,650.3400268555,152534100,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-01T04:00:00.000Z,653.9000244141,658.5200195312,653.0,655.2399902344,97841500,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-02T04:00:00.000Z,646.4199829102,658.200012207,645.1099853516,655.8300170898,68358700,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-06T04:00:00.000Z,655.8599853516,659.7199707031,655.5200195312,658.9299926758,39105800,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-07T04:00:00.000Z,656.6500244141,659.6099853516,651.0599975586,659.2199707031,69980400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-08T04:00:00.000Z,676.3900146484,677.0800170898,671.4600219727,676.0100097656,93606100,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-09T04:00:00.000Z,674.8400268555,681.1599731445,673.7700195312,679.9099731445,57134400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-10T04:00:00.000Z,681.3200073242,682.0300292969,678.450012207,679.4600219727,42253500,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-13T04:00:00.000Z,677.4099731445,686.299987793,676.5800170898,686.0999755859,54185800,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-14T04:00:00.000Z,687.6900024414,694.5800170898,687.6599731445,694.4600219727,63480500,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-15T04:00:00.000Z,695.2600097656,700.2800292969,694.200012207,699.9400024414,58240400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-16T04:00:00.000Z,701.0599975586,702.7800292969,698.5300292969,701.6599731445,49972400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-17T04:00:00.000Z,706.1400146484,712.3900146484,705.7600097656,710.1400146484,70661900,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-20T04:00:00.000Z,708.7800292969,709.9099731445,706.1400146484,708.7199707031,43546800,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-21T04:00:00.000Z,710.2800292969,711.2800292969,702.6400146484,704.0800170898,58941400,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-22T04:00:00.000Z,709.1500244141,711.450012207,708.2199707031,711.2100219727,42518500,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-23T04:00:00.000Z,709.5,712.3599853516,702.2800292969,708.450012207,56174000,0.0,0.0,0.0,SPY,NA,NA,USD
2026-04-24T04:00:00.000Z,710.75,714.4699707031,709.0100097656,713.9400024414,45182000,0.0,0.0,0.0,SPY,NA,NA,USD
