address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,marketState,longName,shortName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
4650 Cushing Parkway,Fremont,CA,94538,United States,510 572 0200,https://www.lamresearch.com,Semiconductor Equipment & Materials,semiconductor-equipment-materials,Semiconductor Equipment & Materials,Technology,technology,Technology,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits in the United States, China, Korea, Taiwan, Japan, Southeast Asia, and Europe. The company offers ALTUS systems to deposit conformal or selective films for tungsten or molybdenum metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; SPEED gapfill high-density plasma chemical vapor deposition (CVD) products; Striker single-wafer atomic layer deposition products for dielectric film solutions; and VECTOR plasma-enhanced CVD products. It also provides Flex for dielectric etch applications; Vantex, a dielectric etch system that provides RF technology and repeatable wafer-to-wafer performance enabled by Equipment Intelligence solutions; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. In addition, the company offers Coronus bevel clean products to enhance die yield; and Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications. Further, it provides Reliant deposition, etch, and clean products; and Sense.i platform products, as well as customer service, spares, and upgrades. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California.",20600,"[{'maxAge': 1, 'name': 'Mr. Timothy M. Archer', 'age': 58, 'title': 'President, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 4197038, 'exercisedValue': 0, 'unexercisedValue': 31764466}, {'maxAge': 1, 'name': 'Mr. Douglas R. Bettinger', 'age': 58, 'title': 'Executive VP & CFO', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1793514, 'exercisedValue': 0, 'unexercisedValue': 4689676}, {'maxAge': 1, 'name': 'Mr. Seshasayee  Varadarajan', 'age': 50, 'title': 'Executive VP & COO', 'yearBorn': 1975, 'fiscalYear': 2025, 'totalPay': 1571591, 'exercisedValue': 7913904, 'unexercisedValue': 4147467}, {'maxAge': 1, 'name': 'Ms. Ava A. Harter J.D.', 'age': 55, 'title': 'Senior VP, Chief Legal Officer & Secretary', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 1685283, 'exercisedValue': 0, 'unexercisedValue': 121162}, {'maxAge': 1, 'name': 'Ms. Christina C. Correia', 'age': 55, 'title': 'Chief Accounting Officer & Group VP', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vahid  Vahedi Ph.D.', 'age': 59, 'title': 'Senior VP, Chief Technology & Sustainability Officer', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 1219197, 'exercisedValue': 7050837, 'unexercisedValue': 1821035}, {'maxAge': 1, 'name': 'Mr. Ram  Ganesh', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steve  Fine', 'title': 'Group VP & Chief Communication Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mary Teresa Hassett', 'age': 51, 'title': 'Senior VP & Chief Human Resources Officer', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Karthik  Rammohan', 'title': 'Senior Vice President of Global Operations & Enterprise Solutions', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,2,4,1,1,1780272000,1767139200,http://investor.lamrc.com/,[],86400,2,334.41,335.05,332.13,341.6199,334.41,335.05,332.13,341.6199,1.04,0.31,1781654400,0.1909,0.99,1.819,63.80303,42.415768,1280423,1282054,9726693,8842010,8842010,316.41,354.13,1,1,421292376064,396581075520,83.49,341.6199,335.55,0.066667,19.420269,267.4906,195.05975,1.01,0.0030202447,USD,False,417187004416,0.30938998,1245418647,1250571000,32918359,26059416,1776211200,1778803200,0.026300002,0.0027599998,0.88139,3.46,0.0294,1250571000,8.464,39.801514,1751155200,1782691200,1774742400,0.372,6708201984,5.28,7.94233,1.85,10:1,1727913600,19.241,53.16,2.9449098,0.27449715,0.26,1772582400,EQUITY,336.7,385.0,220.0,313.6875,315.0,1.52778,buy,32,4750936064,3.799,7847764992,3734479104,1.695,2.536,21681844224,35.282,17.197,0.22778,0.66762,10836277248,4352341504,6954616832,0.408,0.238,0.49979,0.36195,0.35042998,USD,LRCX,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,NasdaqGS,9726693,253.39001,3.0349746,83.49 - 341.6199,-4.7398987,-0.013874773,294.49097,1783468800,1776888000,1785355200,1785355200,1776891600,1776891600,False,5.28,7.94233,5.675,59.362114,69.389404,0.25940877,141.82025,0.72706056,15,0,1.5 - Buy,False,True,452525400000,2.4700012,332.13 - 341.6199,REGULAR,Lam Research Corporation,Lam Research Corporation,[],1780495721,NMS,finmb_30655,America/New_York,EDT,-14400000,us_market,False,0.7386146,336.88,Lam Research,1.8465
