address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,cryptoTradeable,marketState,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
539 South Main Street,Findlay,OH,45840-3229,United States,419 422 2121,https://www.marathonpetroleum.com,Oil & Gas Refining & Marketing,oil-gas-refining-marketing,Oil & Gas Refining & Marketing,Energy,energy,Energy,"Marathon Petroleum Corporation, together with its subsidiaries, operates as an integrated downstream energy company in the United States. The company operates through three segments: Refining & Marketing; Midstream; and Renewable Diesel. The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent, and West Coast regions of the United States; and purchases refined products and ethanol for resale and distributes refined products through transportation, storage, distribution, and marketing services. Its refined products include transportation fuels, such as reformulated gasolines and blend-grade gasolines; heavy fuel oil; and asphalt. This segment also manufactures propane and petrochemicals. The company sells refined products to wholesale marketing customers in the United States and internationally, buyers on the spot market, and independent entrepreneurs who operate primarily Marathon branded outlets, as well as through long-term fuel supply contracts to direct dealer locations primarily under the ARCO brand. The Midstream segment gathers, transports, stores, distributes, and markets crude oil and refined products, including renewable diesel and other hydrocarbon-based products through refining logistics assets, pipelines, terminals, towboats, and barges; gathers, processes, and transports natural gas; and transports, fractionates, stores, and markets natural gas liquids. The Renewable Diesel segment processes renewable feedstocks into renewable diesel, markets, and distributes renewable diesel through its Midstream segment and third parties. It sells renewable diesel to wholesale marketing customers, buyers on the spot market, and through long-term supply contracts to direct dealers under the ARCO brand. Marathon Petroleum Corporation was founded in 1887 and is headquartered in Findlay, Ohio.",18500,"[{'maxAge': 1, 'name': 'Ms. Maryann T. Mannen', 'age': 62, 'title': 'President, CEO & Chairman of the Board', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 5157481, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Molly R. Benson', 'age': 58, 'title': 'Chief Legal Officer & Corporate Secretary', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1721107, 'exercisedValue': 1091381, 'unexercisedValue': 1975820}, {'maxAge': 1, 'name': 'Mr. Rick D. Hessling', 'age': 58, 'title': 'Chief Commercial Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1733780, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria A. Khoury', 'age': 54, 'title': 'Executive VP & CFO', 'yearBorn': 1971, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Brian  Worthington', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marlon J. Sullivan', 'age': 50, 'title': 'Senior VP of Communications & Chief Human Resources Officer', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brian K. Partee', 'age': 51, 'title': 'Chief Business Transformation Officer', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James R. Wilkins', 'age': 58, 'title': 'Senior Vice President of Health, Environment, Safety & Security', 'yearBorn': 1967, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David R. Heppner', 'age': 58, 'title': 'Chief Strategy Officer & Senior VP of Business Development', 'yearBorn': 1967, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ehren D. Powell', 'age': 45, 'title': 'Senior VP & Chief Digital Officer', 'yearBorn': 1980, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,4,1,9,6,1780272000,1767139200,[],86400,2,263.06,265.58,263.1301,272.46,263.06,265.58,263.1301,272.46,3.91,1.49,1779235200,0.2515,2.34,0.53,17.92029,11.541973,809823,809923,2565203,2339490,2339490,271.29,271.42,200,100,79415525376,75512330009,155.93,272.46,264.84,13.175,0.5841696,241.3276,202.06834,3.91,0.014863529,USD,False,115645849600,0.03407,291019954,291936635,5947128,6348348,1776211200,1778803200,0.020399999,0.00322,0.78116995,2.58,0.0235,291936635,57.177,4.7576823,1767139200,1798675200,1774915200,4627999744,15.18,23.56876,0.96,2:1,1433980800,0.851,11.274,0.6760752,0.27449715,1.0,1779235200,EQUITY,272.03,335.0,186.0,265.05557,265.0,2.31579,buy,18,2151000064,7.368,10257999872,34325999616,0.687,1.176,135946002432,146.523,452.399,0.051459998,0.27458,14599000064,3518749952,9438000128,0.088,0.10739,0.07546,0.03556,USD,MPC,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,1308922200000,8.970001,263.1301 - 272.46,NYSE,2565203,116.100006,0.74456495,155.93 - 272.46,-0.42999268,-0.0015781865,67.60752,1781049600,1777984200,1785846600,1785846600,1777993200,1777993200,True,15.18,23.56876,29.26276,9.296116,30.702393,0.12722288,69.961655,0.34622768,15,0,2.3 - Buy,[],1780503603,NYQ,finmb_118315802,America/New_York,EDT,-14400000,us_market,False,Marathon Petroleum Corporation,Marathon Petroleum Corporation,False,REGULAR,3.409869,272.03,Marathon Petroleum,0.9991
