longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,financialCurrency,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,market,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Energy companies by the GICS®, including securities of companies from the following industries: oil, gas and consumable fuels; and energy equipment and services. It is non-diversified.",[],[],86400,2,57.96,58.24,58.01,59.3,57.96,58.24,58.01,59.3,21.556381,14902581,14904207,49485539,42695530,42695530,59.17,59.18,4000,2400,0.025,41394286592,40.83,63.46,90.94,9.69,58.2696,50.1247,2.16,0.03726708,57.9273,USD,False,Equity Energy,34.1943,0.12,State Street Investment Management,913766400,Exchange Traded Fund,0.1693964,0.2032177,ETF,XLE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,1.3300018,58.01 - 59.3,NYSEArca,USD,49485539,18.46,0.4521185,40.83 - 63.46,-4.169998,-0.06571066,41.45211,2.5,True,914337000000,State Street Energy Select Sect,State Street Energy Select Sector SPDR ETF,EDT,-14400000,False,REGULAR,2.2946892,59.29,[],1780503595,PCX,finmb_8795479,America/New_York,us_market,17.66404,17.66404,41394287000.0,2.7504616,186424000,52.115,1.020401,0.017511722,9.165302,0.18285002,0.08,1.1376762,15,0,False,
