address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,displayName,trailingPegRatio
3421 Hillview Ave,Palo Alto,CA,94304,United States,650 427 6000,https://www.broadcom.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"Broadcom Inc. designs, develops, and supplies various semiconductor devices and infrastructure software solutions internationally. The company operates in two segments: Semiconductor Solutions and Infrastructure Software. The company offers networking connectivity, such as custom silicon solutions, ethernet switching & routing, ethernet NIC controllers, physical layer devices, and fiber optic components; wireless device connectivity, including RF semiconductor devices, connectivity solutions, custom touch controllers, and inductive charging ASICS; servers and storage system solutions, such as PCIE switches, SAS & raid products, fibre channel products, and HDD & SSD solutions; broadband solutions, includes set-top box, and broadband access; and industrial. The company also offers a private cloud software portfolio, including the VMware Cloud Foundation, Edge, vSphere foundation, telco cloud platform, private AI, live recovery, application networking and security, application development and data services; mainframe software, such as AIOPS & automation, database & data management, DEVX & DEVOPS, cybersecurity & compliance management, beyond code programs, foundational & open mainframe solutions; cybersecurity, such as endpoint, network, information, application security, and identity & access management; enterprise software; and fc san management. Its products are used in various applications in enterprise and data center networking, including artificial intelligence networking and connectivity, home connectivity, set-top boxes, broadband access, telecommunication equipment, wireless device and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was founded in 1961 and is headquartered in Palo Alto, California.",33000,"[{'maxAge': 1, 'name': 'Mr. Hock E. Tan', 'age': 73, 'title': 'President, CEO & Executive Director', 'yearBorn': 1952, 'fiscalYear': 2025, 'totalPay': 2926926, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kirsten M. Spears', 'age': 61, 'title': 'CFO & Chief Accounting Officer', 'yearBorn': 1964, 'fiscalYear': 2025, 'totalPay': 1027632, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mark D. Brazeal J.D.', 'age': 57, 'title': 'Chief Legal & Corporate Affairs Officer', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 1405063, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Charlie B. Kawwas Ph.D.', 'age': 54, 'title': 'President of Semiconductor Solutions', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 2093876, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alan  Davidson', 'title': 'Chief Information Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ji  Yoo', 'title': 'Director of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jill  Turner', 'title': 'Vice President of Human Resources', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Frank  Ostojic', 'title': 'Senior VP & GM of ASIC Products Division', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rich  Nelson', 'title': 'Senior VP & GM of Broadband Video Group', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ram  Velaga', 'title': 'Senior VP & GM of Core Switching Group', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,4,10,3,9,1780272000,1767139200,[],86400,2,481.57,494.79,472.64,495.0,481.57,494.79,472.64,495.0,2.6,0.54,1774224000,0.47169998,1.87,1.44,92.66796,25.726309,9183856,9186611,24215173,23594710,23594710,480.4,494.0,2,1,2259573014528,2280074157368,241.11,495.0,488.82,1.433,33.094704,391.9226,353.90985,2.48,0.005149822,USD,False,2331957264384,0.36571997,4675626872,4734668184,53234237,54628705,1776211200,1778803200,0.0112,0.01949,0.80284,2.7,0.0115,4734668184,16.865,28.297657,1762041600,1793577600,1769904000,0.335,24971999232,5.15,18.55066,0.97,10:1,1721001600,34.152,62.657,0.84453046,0.27449715,0.65,1774224000,EQUITY,477.2821,630.0,215.88,485.7178,500.0,1.31915,strong_buy,44,14174000128,2.994,37218000896,66056998912,1.671,1.902,68281999360,82.704,14.456,0.10663,0.33370999,52389998592,25503750144,29684000768,0.316,0.295,0.76725996,0.54506,0.44943002,USD,AVGO,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,-0.8991459,477.24,[],1780495664,NMS,finmb_25016048,America/New_York,EDT,-14400000,us_market,False,REGULAR,Broadcom Inc.,True,1249565400000,-4.330017,472.64 - 495.0,NasdaqGS,24215173,236.12999,0.9793455,241.11 - 495.0,-17.76001,-0.035878807,84.45305,1774915200,1780516800,1780516800,1780516800,1780520400,1780520400,False,5.15,18.55066,11.36382,41.99644,85.31738,0.21768937,123.33014,0.34847897,15,0,1.3 - Strong Buy,False,Broadcom Inc.,Broadcom,1.0476
