address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,averageAnalystRating,cryptoTradeable,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,displayName,trailingPegRatio
855 South Mint Street,Charlotte,NC,28202,United States,704-627-6200,https://www.honeywell.com,Conglomerates,conglomerates,Conglomerates,Industrials,industrials,Industrials,"Honeywell International Inc. engages in the aerospace technologies, industrial automation, building automation, and energy and sustainable solutions businesses in the United States, Europe, and internationally. The company's Aerospace Technologies segment offers auxiliary power units, propulsion engines, integrated avionics, connectivity services, electric power systems, management and technical services, environmental control and electric power systems, engine controls, flight safety, communications, navigation hardware, data and software applications, radar and surveillance systems, aircraft lighting, advanced systems and instruments, satellite and space components, and aircraft wheels and brakes; thermal systems; and spare parts; repair, overhaul, and maintenance services. Its Industrial Automation segment provides automation control and instrumentation products and services; smart energy products; sensing technologies with custom-engineered sensors and services; gas detection technologies and personal protective equipment; and system design automation equipment, as well as software and analytics for manufacturing, distribution, and fulfillment operations. Its Building Automation segment provides software applications for building control and optimization; sensors, switches, control systems, and instruments for energy management; access control; video surveillance; fire products; and installation, maintenance, and upgrade of systems. The company's Energy and Sustainability Solutions segment, through its UOP business, delivers licensed process technology, equipment, engineering, catalysts, adsorbents, and services for refining, petrochemicals, low-carbon energy, gas and LNG, and industrial solutions; as well as connectivity, data integration and software solutions. Honeywell International Inc. was founded in 1885 and is headquartered in Charlotte, North Carolina.",101000,"[{'maxAge': 1, 'name': 'Mr. Vimal M. Kapur', 'age': 60, 'title': 'Chairman & CEO', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 5317705, 'exercisedValue': 0, 'unexercisedValue': 6065482}, {'maxAge': 1, 'name': 'Mr. Michal  Stepniak', 'age': 47, 'title': 'Senior VP & CFO', 'yearBorn': 1978, 'fiscalYear': 2025, 'totalPay': 2577312, 'exercisedValue': 0, 'unexercisedValue': 153311}, {'maxAge': 1, 'name': 'Mr. Billal M. Hammoud', 'age': 52, 'title': 'President & CEO of Honeywell Building Automation', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 1760703, 'exercisedValue': 0, 'unexercisedValue': 139255}, {'maxAge': 1, 'name': 'Mr. James E. Currier', 'age': 58, 'title': 'President & CEO of Aerospace Technologies', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 2068581, 'exercisedValue': 0, 'unexercisedValue': 572425}, {'maxAge': 1, 'name': 'Mr. Jim  Masso', 'age': 40, 'title': 'President & CEO of Honeywell Process Automation', 'yearBorn': 1985, 'fiscalYear': 2025, 'totalPay': 618058, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Harsh  Bansal', 'title': 'Vice President of Investments', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert D. Mailloux', 'age': 57, 'title': 'VP, Controller & Principal Accounting Officer', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Suresh  Venkatarayalu', 'title': 'Senior VP, Chief Technology Officer & President of Honeywell Connected Enterprise', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mark  Macaluso', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Victor J. Miller', 'title': 'VP, Deputy General Counsel & Chief Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,5,8,4,4,1780272000,1767139200,[],86400,2,235.23,233.9,232.27,237.49,235.23,233.9,232.27,237.49,4.76,2.02,1778803200,0.74120003,2.02,0.811,37.41038,20.441727,1335449,1335449,4054703,4962430,4962430,221.35,246.54,1,1,148394590208,149884308768,186.76,248.18,248.18,2.414873,3.9403768,223.313,212.59268,4.64,0.019725375,USD,False,175492218880,0.1089,600905926,633653119,10838743,11075141,1776211200,1778803200,0.0171,0.00052,0.81786,2.74,0.0171,633653119,21.447,10.919429,1767139200,1798675200,1774915200,-0.433,3968000000,6.26,11.45642,2.15,1061:1000,1761782400,4.66,20.583,0.09729183,0.27449715,1.19,1778803200,EQUITY,234.189,292.0,198.0,247.2988,245.0,2.03846,buy,25,12389999616,19.553,8526000128,37751001088,0.926,1.385,37660000256,257.387,59.249,0.05953,0.24264,13905999872,2936875008,5160999936,-0.419,0.024,0.36925,0.22639,0.21,USD,HON,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,-252322200000,-1.0410004,232.27 - 237.49,NasdaqGS,4054703,47.429,0.25395697,186.76 - 248.18,-13.990997,-0.056374397,9.729183,1780617600,1776947400,1784809800,1784809800,1776947400,1776947400,True,6.26,11.45642,10.52167,22.257778,10.875992,0.048702903,21.596313,0.1015854,15,0,2021-05-11,2.0 - Buy,False,Honeywell International Inc.,REGULAR,[],1780503596,NMS,finmb_1340740,America/New_York,EDT,-14400000,us_market,False,-0.44254577,234.189,Honeywell International Inc.,Honeywell,2.1497
