address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,corporateActions,regularMarketTime,marketState,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,hasPrePostMarketData,firstTradeDateMilliseconds,displayName,trailingPegRatio
3050 Bowers Avenue,P.O. Box 58039,Santa Clara,CA,95052-8039,United States,408 727 5555,https://www.appliedmaterials.com,Semiconductor Equipment & Materials,semiconductor-equipment-materials,Semiconductor Equipment & Materials,Technology,technology,Technology,"Applied Materials, Inc. provides materials engineering solutions, equipment, services, and software to the semiconductor and related industries in the United States, China, Korea, Taiwan, Japan, Southeast Asia, Europe, and internationally. The company operates through Semiconductor Systems and Applied Global Services (AGS) segments. The Semiconductor Systems segment includes semiconductor capital equipment to enable materials engineering steps, including etch, rapid thermal processing, deposition, chemical mechanical planarization, metrology and inspection, wafer packaging, and ion implantation. The AGS segment offers integrated solutions to optimize equipment and fab performance and productivity comprising spares, upgrades, services, and 200 millimeter and other equipment and factory automation software for semiconductor and other products. It serves manufacturers of semiconductor wafers and chips, and other electronic devices. Applied Materials, Inc. was incorporated in 1967 and is headquartered in Santa Clara, California.",36400,"[{'maxAge': 1, 'name': 'Mr. Gary E. Dickerson', 'age': 68, 'title': 'President, CEO & Executive Director', 'yearBorn': 1957, 'fiscalYear': 2025, 'totalPay': 2704357, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brice A. Hill', 'age': 58, 'title': 'Senior VP, CFO & leads Global Information Services', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1774802, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Omkaram  Nalamasu Ph.D.', 'age': 67, 'title': 'SVP, CTO, President Applied Ventures, LLC & Chair of the Growth Technical Advisory Board', 'yearBorn': 1958, 'fiscalYear': 2025, 'totalPay': 1443365, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Prabu G. Raja Ph.D.', 'age': 62, 'title': 'President of Semiconductor Products Group', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 1872993, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Timothy M. Deane', 'age': 59, 'title': 'Senior Vice President of Applied Global Services', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 1614256, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adam  Sanders', 'age': 53, 'title': 'VP, Corporate Controller & Chief Accounting Officer', 'yearBorn': 1972, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Teri A. Little J.D.', 'age': 60, 'title': 'Senior VP, Chief Legal Officer & Corporate Secretary', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 2699177, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joseph M. Pon', 'title': 'Chief Public Affairs Officer and Corporate VP of Communications & Public Affairs', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Joji Sekhon Gill', 'age': 60, 'title': 'Senior VP & Chief Human Resources Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Charles W. Read', 'age': 59, 'title': 'Corporate VP of Business Units & Operations CFO', 'yearBorn': 1966, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,2,1,1,1,1780272000,1767139200,http://www.appliedmaterials.com/investor-relations,[],86400,2,490.05,487.95,487.42,502.84,490.05,487.95,487.42,502.84,2.12,0.43,1779321600,0.1731,0.79,1.654,46.472248,30.551006,1744726,1744727,6768961,7023910,7023910,493.2,500.0,1,1,392215953408,389079818671,154.47,502.84,491.51,0.076389,13.513504,401.9282,295.4047,1.91,0.0038975615,USD,False,388106813440,0.29314,790473948,793959430,18310121,13594148,1776211200,1778803200,0.0231,0.00306,0.85146004,2.59,0.0231,793959430,30.114,16.40433,1761436800,1792972800,1777161600,0.313,8508000256,10.63,16.16968,1.55,2:1,1019001600,13.372,41.844,2.0263076,0.27449715,0.53,1779321600,EQUITY,494.0,575.0,358.0,511.16666,521.0,1.5,strong_buy,36,8240999936,10.38,9274999808,7267999744,1.624,2.508,29024000000,30.399,36.485,0.14858,0.39692003,14209000448,3040375040,7992999936,0.335,0.114,0.48956,0.31956,0.31896,USD,AMAT,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,NMS,finmb_251230,America/New_York,EDT,-14400000,us_market,False,0.80604273,494.0,False,[],1780495721,REGULAR,"Applied Materials, Inc.","Applied Materials, Inc.",3.9500122,487.42 - 502.84,NasdaqGS,6768961,339.53,2.198032,154.47 - 502.84,-8.839996,-0.017580139,202.63075,1781136000,1786651200,1786651200,1786651200,1778790600,1778790600,False,10.63,16.16968,12.25935,40.295776,92.07181,0.22907527,198.5953,0.67228216,15,0,1.5 - Strong Buy,True,322151400000,Applied Materials,1.663
