address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,averageAnalystRating,cryptoTradeable,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,regularMarketChangePercent,regularMarketPrice,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,trailingPegRatio
7700 West Sunrise Boulevard,Plantation,FL,33322,United States,786 320 7111,https://www.chewy.com,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Chewy, Inc., together with its subsidiaries, engages in the e-commerce business in the United States. It offers pet food and treats, pet supplies and pet medications, and other pet-health products, as well as pet services. The company serves its customer through its retail websites and mobile applications, including Autoship subscription program. Chewy, Inc. was founded in 2010 and is based in Plantation, Florida.",18000,"[{'maxAge': 1, 'name': 'Mr. Sumit  Singh', 'age': 45, 'title': 'CEO & Director', 'yearBorn': 1980, 'fiscalYear': 2025, 'totalPay': 5717749, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. William G. Billings', 'age': 48, 'title': 'Chief Accounting Officer', 'yearBorn': 1977, 'fiscalYear': 2025, 'totalPay': 1001938, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ryan  Cohen', 'age': 39, 'title': 'Co-Founder', 'yearBorn': 1986, 'fiscalYear': 2025, 'totalPay': 420164, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher S. Deppe', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Scott  Anderson', 'title': 'Chief Operating Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Yunyan  Wang', 'title': 'Chief Technology Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Natalie  Nowak', 'title': 'Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Da-Wai  Hu J.D.', 'age': 50, 'title': 'General Counsel & Secretary', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Heather  Smedstad', 'title': 'Chief Human Resources Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Aseemita  Malhotra', 'title': 'President of Chewy Health', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,10,10,10,10,1780531200,1767139200,[],86400,2,20.82,21.13,20.19,21.38,20.82,21.13,20.19,21.38,0.0,1.43,39.692307,10.55409,6574267,6574267,8434657,8913080,8913080,0.0,0.0,400,700,8441422336,8441422700,19.3,48.62,120.0,14.685,0.6698744,24.386,31.03,0.0,0.0,USD,False,8278212608,0.01768,61689025,232505429,26805474,18558843,1776211200,1778803200,0.0655,0.02614,1.00338,3.42,0.1159,408983658,1.199,17.214344,1769904000,1801440000,1769904000,0.719,222800000,0.52,1.95564,0.37,0.657,24.212,-0.5569594,0.27181315,EQUITY,20.64,48.0,25.0,38.85,40.0,1.72,buy,20,878800000,2.109,341900000,556800000,0.479,0.885,12601499648,111.83,30.431,0.04982,0.58678,3753900032,453062496,691600000,0.61,0.005,0.29789,0.02713,0.01302,USD,CHWY,en-US,US,Equity,Delayed Quote,True,HIGH,"Chewy, Inc.","Chewy, Inc.",1.7 - Buy,False,CLOSED,True,1560519000000,-0.015016674,20.6369,-0.0030994415,-0.18,20.19 - 21.38,NYSE,8434657,1.3400002,0.06943006,19.3 - 48.62,-27.98,-0.5754833,-55.69594,1781094600,1781094600,1781094600,1749643200,1749643200,False,0.52,1.95564,1.6031,12.875054,-3.7460003,-0.15361275,-10.390001,-0.3348373,15,0,-0.864555,20.64,[],1780704000,1780689602,NYQ,finmb_272762396,America/New_York,EDT,-14400000,us_market,False,Chewy,0.37
