Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-03-06T05:00:00.000Z,292.9059801882,292.9059801882,283.9976990391,288.1950073242,3517118,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-09T04:00:00.000Z,283.3279724121,291.6921691895,278.8154602051,290.9750061035,2373785,1.168413,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-10T04:00:00.000Z,292.7477722168,296.8976745605,288.8074035645,289.6615600586,1890415,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-11T04:00:00.000Z,289.9113769531,291.7485961914,286.7848510742,291.2087097168,1271901,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-12T04:00:00.000Z,286.6156311035,289.7824401855,283.8678588867,284.5527648926,1952217,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-13T04:00:00.000Z,285.8179016113,287.3489074707,281.0475463867,283.3843688965,2116401,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-16T04:00:00.000Z,286.301361084,288.0902404785,283.8920288086,283.9242553711,1527919,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-17T04:00:00.000Z,288.1869506836,288.1869506836,282.4415893555,285.7856445312,1847725,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-18T04:00:00.000Z,285.7775878906,286.8573608398,281.0717163086,281.821105957,1518860,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-19T04:00:00.000Z,278.4528503418,287.4053039551,277.3166809082,286.9540710449,6018726,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-20T04:00:00.000Z,306.8654174805,308.7671203613,287.300567627,289.1619567871,8647164,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-23T04:00:00.000Z,294.1176452637,298.0419006348,286.5028076172,286.6881408691,3128189,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-24T04:00:00.000Z,284.4963684082,290.3303833008,282.7961425781,290.0563964844,2609203,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-25T04:00:00.000Z,291.0153198242,291.7002563477,284.2546386719,288.0902404785,2761970,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-26T04:00:00.000Z,286.2771911621,286.3335876465,281.5148925781,281.6679992676,1972570,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-27T04:00:00.000Z,280.9186096191,281.2328796387,275.7211914062,277.1716308594,1980884,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-30T04:00:00.000Z,280.3142700195,280.3384399414,274.9798583984,275.3908081055,1600021,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-03-31T04:00:00.000Z,278.9202270508,287.5584106445,277.5020141602,287.0104675293,2498133,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-01T04:00:00.000Z,289.1941833496,294.8670349121,288.3158874512,289.532623291,2365718,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-02T04:00:00.000Z,285.2538146973,293.763092041,284.8509216309,291.4020996094,1759986,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-06T04:00:00.000Z,289.4520568848,290.8058166504,287.4456176758,289.1539001465,1583392,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-07T04:00:00.000Z,288.4125671387,290.2175598145,285.9468078613,287.6712341309,1296845,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-08T04:00:00.000Z,293.3118591309,300.9347229004,293.3118591309,300.9105529785,2327620,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-09T04:00:00.000Z,300.4593200684,306.3174743652,299.532623291,303.7872619629,2003346,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-10T04:00:00.000Z,304.2385253906,305.2215881348,300.596282959,301.4343261719,1413995,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-13T04:00:00.000Z,298.3642272949,301.3295593262,296.8412475586,299.6696166992,1521838,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-14T04:00:00.000Z,292.4657592773,299.4923400879,291.8130493164,298.2594604492,2707117,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-15T04:00:00.000Z,296.4464111328,298.1466674805,290.5882263184,294.0531921387,2050753,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-16T04:00:00.000Z,293.698638916,306.9218444824,292.7558288574,306.9137878418,2042562,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-17T04:00:00.000Z,308.9202270508,316.5672912598,308.058013916,316.1805114746,2887187,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-20T04:00:00.000Z,314.3835754395,319.0169372559,313.4488220215,317.2925109863,1440801,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-21T04:00:00.000Z,318.6784973145,322.0548095703,315.6728515625,317.9613342285,1842637,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-22T04:00:00.000Z,319.057220459,319.2989501953,310.5157165527,310.999206543,1663685,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-23T04:00:00.000Z,315.7534179688,319.0975036621,313.0137023926,316.4302978516,1816079,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-24T04:00:00.000Z,316.1885681152,316.2771911621,311.2087097168,312.634979248,1065771,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-27T04:00:00.000Z,312.538269043,316.1563110352,309.8952331543,312.5624389648,1317446,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-28T04:00:00.000Z,313.0217590332,315.9951782227,308.0338439941,314.4319152832,1501734,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-29T04:00:00.000Z,314.891204834,318.6704406738,308.6381835938,313.1265258789,1633777,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-04-30T04:00:00.000Z,314.8106384277,325.5680847168,312.2401428223,324.9879150391,2408781,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-01T04:00:00.000Z,324.7381286621,325.423034668,316.8976745605,317.2199707031,1329111,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-04T04:00:00.000Z,305.8017578125,305.8662414551,285.3666381836,288.3158874512,6236273,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-05T04:00:00.000Z,287.6712341309,294.5608520508,287.6712341309,292.3045959473,2284433,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-06T04:00:00.000Z,293.7147521973,304.7945251465,293.7147521973,303.9403686523,2822158,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-07T04:00:00.000Z,306.1966247559,307.0104675293,300.9347229004,302.9250488281,1961276,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-08T04:00:00.000Z,304.762298584,308.871887207,302.5785522461,305.0604248047,1699798,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-11T04:00:00.000Z,306.8251342773,309.5729370117,303.3199157715,305.3182983398,1155495,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-12T04:00:00.000Z,306.0112915039,306.0112915039,299.9597167969,303.3199157715,1236408,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-13T04:00:00.000Z,304.8428649902,306.1240844727,295.8098449707,297.9049072266,1958050,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-14T04:00:00.000Z,298.9524536133,306.2691345215,296.9701843262,306.1885681152,1797961,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-15T04:00:00.000Z,303.5858154297,304.1498718262,300.1611633301,302.8041992188,1443035,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-05-18T04:00:00.000Z,301.7808227539,302.5785522461,295.8179016113,297.9210205078,1759614,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
