recommendations,upgrades_downgrades
"[{'period': '0m', 'strongBuy': 3, 'buy': 15, 'hold': 7, 'sell': 1, 'strongSell': 1}, {'period': '-1m', 'strongBuy': 3, 'buy': 15, 'hold': 7, 'sell': 1, 'strongSell': 1}, {'period': '-2m', 'strongBuy': 2, 'buy': 16, 'hold': 8, 'sell': 1, 'strongSell': 1}, {'period': '-3m', 'strongBuy': 2, 'buy': 17, 'hold': 9, 'sell': 1, 'strongSell': 1}]","[{'GradeDate': '2026-06-03T17:48:15.000', 'Firm': 'Morgan Stanley', 'ToGrade': 'Underweight', 'FromGrade': 'Underweight', 'Action': 'main', 'priceTargetAction': 'Lowers', 'currentPriceTarget': 160.0, 'priorPriceTarget': 230.0}, {'GradeDate': '2026-06-02T18:02:03.000', 'Firm': 'B of A Securities', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Lowers', 'currentPriceTarget': 376.0, 'priorPriceTarget': 440.0}, {'GradeDate': '2026-06-02T12:48:59.000', 'Firm': 'BMO Capital', 'ToGrade': 'Market Perform', 'FromGrade': 'Market Perform', 'Action': 'main', 'priceTargetAction': 'Lowers', 'currentPriceTarget': 340.0, 'priorPriceTarget': 410.0}, {'GradeDate': '2026-05-27T13:34:13.000', 'Firm': 'JP Morgan', 'ToGrade': 'Overweight', 'FromGrade': 'Neutral', 'Action': 'up', 'priceTargetAction': 'Raises', 'currentPriceTarget': 460.0, 'priorPriceTarget': 432.0}, {'GradeDate': '2026-05-22T15:54:01.000', 'Firm': 'UBS', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Lowers', 'currentPriceTarget': 445.0, 'priorPriceTarget': 446.0}, {'GradeDate': '2026-04-14T13:41:27.000', 'Firm': 'Stephens & Co.', 'ToGrade': 'Overweight', 'FromGrade': 'Overweight', 'Action': 'reit', 'priceTargetAction': 'Maintains', 'currentPriceTarget': 435.0, 'priorPriceTarget': 435.0}, {'GradeDate': '2026-04-06T14:03:11.000', 'Firm': 'Argus Research', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 400.0, 'priorPriceTarget': 350.0}, {'GradeDate': '2026-03-20T18:00:00.000', 'Firm': 'Susquehanna', 'ToGrade': 'Positive', 'FromGrade': 'Positive', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 455.0, 'priorPriceTarget': 410.0}, {'GradeDate': '2026-03-20T17:36:21.000', 'Firm': 'Evercore ISI Group', 'ToGrade': 'In-Line', 'FromGrade': 'In-Line', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 390.0, 'priorPriceTarget': 380.0}, {'GradeDate': '2026-03-20T15:54:10.000', 'Firm': 'Stifel', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 425.0, 'priorPriceTarget': 412.0}, {'GradeDate': '2026-03-20T15:51:28.000', 'Firm': 'Truist Securities', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 425.0, 'priorPriceTarget': 400.0}, {'GradeDate': '2026-03-20T13:46:10.000', 'Firm': 'Wells Fargo', 'ToGrade': 'Overweight', 'FromGrade': 'Overweight', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 450.0, 'priorPriceTarget': 430.0}, {'GradeDate': '2026-02-13T16:38:36.000', 'Firm': 'TD Cowen', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 383.0, 'priorPriceTarget': 313.0}, {'GradeDate': '2026-02-10T14:32:46.000', 'Firm': 'Barclays', 'ToGrade': 'Overweight', 'FromGrade': 'Overweight', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 450.0, 'priorPriceTarget': 360.0}, {'GradeDate': '2026-02-05T19:40:51.000', 'Firm': 'Citigroup', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 401.0, 'priorPriceTarget': 327.0}, {'GradeDate': '2026-01-21T16:14:37.000', 'Firm': 'Rothschild & Co', 'ToGrade': 'Neutral', 'FromGrade': 'Buy', 'Action': 'down', 'priceTargetAction': 'Announces', 'currentPriceTarget': 317.0, 'priorPriceTarget': 0.0}, {'GradeDate': '2026-01-09T18:54:12.000', 'Firm': 'Bernstein', 'ToGrade': 'Market Perform', 'FromGrade': 'Market Perform', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 306.0, 'priorPriceTarget': 250.0}, {'GradeDate': '2025-12-19T16:00:11.000', 'Firm': 'Jefferies', 'ToGrade': 'Buy', 'FromGrade': 'Buy', 'Action': 'main', 'priceTargetAction': 'Raises', 'currentPriceTarget': 326.0, 'priorPriceTarget': 315.0}, {'GradeDate': '2025-06-25T16:56:59.000', 'Firm': 'Raymond James', 'ToGrade': 'Outperform', 'FromGrade': 'Outperform', 'Action': 'main', 'priceTargetAction': 'Lowers', 'currentPriceTarget': 260.0, 'priorPriceTarget': 275.0}]"
