Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2025-12-08T05:00:00.000Z,221.5633968298,223.1922548478,220.4136209251,220.8847198486,1626331,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-09T05:00:00.000Z,220.772925087,222.1382924795,219.5592836623,219.6790466309,1074954,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-10T05:00:00.000Z,219.9904470968,227.9510480654,219.8147866826,227.0088653564,1625710,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-11T05:00:00.000Z,227.288326616,230.3064864735,227.0408023695,227.3841400146,1684782,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-12T05:00:00.000Z,228.358257991,229.5878809271,226.1225867981,227.0328216553,1519356,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-15T05:00:00.000Z,226.5593236918,227.1211025153,223.6701428912,225.700592041,2483241,1.168413,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-16T05:00:00.000Z,226.3265831746,227.9958866553,225.3956345241,226.6877288818,2023699,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-17T05:00:00.000Z,226.679700078,228.7261974421,225.8129443198,226.4870910645,1935588,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-18T05:00:00.000Z,227.2334545163,231.173975969,225.9975289508,230.4275970459,5041563,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-19T05:00:00.000Z,218.3412214581,233.1883612362,217.3300165415,231.7598266602,7079657,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-22T05:00:00.000Z,230.7245485108,235.0502727674,229.9059374132,234.9700164795,2980510,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-23T05:00:00.000Z,235.1465797241,237.104796697,233.40505929,236.920211792,2140973,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-24T05:00:00.000Z,236.246082292,237.6344811464,234.9218763115,237.4739837646,799204,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-26T05:00:00.000Z,237.0165135979,238.067854252,236.1176614104,237.8190612793,869196,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-29T05:00:00.000Z,237.5542273506,238.3567750566,233.6297692203,235.058303833,1683789,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-30T05:00:00.000Z,234.8095227448,236.4707868985,233.3569006274,233.5896453857,1151152,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2025-12-31T05:00:00.000Z,233.6377882536,233.9267169713,231.7758757925,231.8240356445,995530,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-02T05:00:00.000Z,231.8802123022,235.4675968616,230.9332002846,235.2509155273,1613052,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-05T05:00:00.000Z,234.376140383,239.1593148257,233.8464580028,238.7259521484,2087362,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-06T05:00:00.000Z,238.4611046643,247.2650565776,238.4611046643,247.128616333,3756507,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-07T05:00:00.000Z,245.4994495955,249.3035306763,244.3036446141,246.6470947266,2444894,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-08T05:00:00.000Z,245.8044149053,253.1236484657,244.4160160938,247.9953765869,3096543,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-09T05:00:00.000Z,252.0161442608,255.8764094367,247.9953817047,250.6839141846,2782198,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-12T05:00:00.000Z,249.1671018858,251.5586967614,247.5941029267,250.3307952881,1680935,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-13T05:00:00.000Z,249.2714319171,250.4913092881,247.2088862971,248.5170440674,1769418,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
2026-01-14T05:00:00.000Z,248.0836583474,251.7432751477,247.5780482957,251.6389465332,2077682,0.0,0.0,FDX,联邦快递,Fedex Corporation,USD
